,title,year,actors_count,actresses_count,producer_count_male,producer_count_female,director_count,directress_count,averageRating,numVotes,budget,revenue,actress_percent,actors_percent,women_directing_percent,men_directing_percent,women_producing_percent,men_producing_percent,Animation,Family,Fantasy,Musical,Romance,Music,Adventure,Drama,Comedy,Horror,Mystery,Documentary,Crime,Thriller,Action,Western,War,Sci-Fi,Sport,History,Biography,Film-Noir,Adult
0,snow_white_and_the_seven_dwarfs,1937,11,3,1,0,6,0,7.6,209885,1488423,184925486,21.0,79.0,0.0,100.0,0.0,100.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,fantasia,1940,6,1,2,0,11,0,7.7,101215,2280000,83320000,14.0,86.0,0.0,100.0,0.0,100.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,pinocchio,1940,9,3,1,0,7,0,7.5,155271,2600000,84300000,25.0,75.0,0.0,100.0,0.0,100.0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,the_prisoner_of_zenda,1937,36,11,1,0,2,0,7.6,4905,0,0,23.0,77.0,0.0,100.0,0.0,100.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,april_fool's_day,1986,8,5,1,0,1,0,6.1,17830,5000000,0,38.0,62.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5,gerry,2002,2,0,2,0,1,0,6.0,19434,3500000,0,0.0,100.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,"sex,_lies,_and_videotape",1989,6,3,4,1,1,0,7.2,57782,1200000,0,33.0,67.0,0.0,100.0,20.0,80.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,pink_narcissus,1971,3,0,1,0,1,0,6.6,1608,27000,0,0.0,100.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,the_greatest_movie_ever_sold,2011,8,0,5,5,1,0,6.6,15079,0,621951,0.0,100.0,0.0,100.0,50.0,50.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,alone_with_her,2006,5,7,2,0,1,0,6.0,4164,1000000,10018,58.0,42.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
10,an_inconvenient_truth,2006,4,0,7,4,1,0,7.4,84631,1000000,46243000,0.0,100.0,0.0,100.0,36.0,64.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,the_texas_chain_saw_massacre,1974,15,2,4,0,1,0,7.4,175269,85000,30859000,12.0,88.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
12,harley_davidson_and_the_marlboro_man,1991,26,11,3,1,1,0,6.1,21690,23000000,7434726,30.0,70.0,0.0,100.0,25.0,75.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
13,the_blue_lagoon,1980,12,2,2,0,1,0,5.8,74675,4500000,58853106,14.0,86.0,0.0,100.0,0.0,100.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,dysfunktional_family,2003,4,0,6,0,1,0,6.5,897,0,0,0.0,100.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15,the_pirate,1948,25,19,1,0,1,0,6.9,5395,3700000,2956000,43.0,57.0,0.0,100.0,0.0,100.0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,sands_of_iwo_jima,1949,43,6,1,0,1,0,7.0,11102,1000000,7800000,12.0,88.0,0.0,100.0,0.0,100.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
17,a_streetcar_named_desire,1951,17,6,1,0,1,0,7.9,112283,1800000,8000000,26.0,74.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,12_angry_men,1957,17,0,3,0,1,0,9.0,832561,350000,1000000,0.0,100.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,cat_on_a_hot_tin_roof,1958,11,7,1,0,1,0,7.9,52216,3000000,17570324,39.0,61.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,the_brain_that_wouldn't_die,1962,8,8,2,0,1,0,4.5,7372,62000,0,50.0,50.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
21,the_nun's_story,1959,12,27,2,0,1,0,7.5,11415,3500000,12800000,69.0,31.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,the_misfits,1961,15,5,2,0,1,0,7.2,22513,4000000,8200000,25.0,75.0,0.0,100.0,0.0,100.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23,charly,1968,12,4,2,0,1,0,6.9,7120,950000,814666,25.0,75.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,topaz,1969,30,8,2,0,1,0,6.2,19094,4000000,6000000,21.0,79.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25,silent_running,1972,9,1,3,0,1,0,6.6,30727,1000000,0,10.0,90.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,the_exorcist,1973,26,15,3,0,1,0,8.1,432016,8000000,441306145,37.0,63.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,days_of_heaven,1978,13,5,3,0,1,0,7.8,61003,0,0,28.0,72.0,0.0,100.0,0.0,100.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,the_black_hole,1979,9,1,1,0,1,0,5.9,27174,20000000,35841901,10.0,90.0,0.0,100.0,0.0,100.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
29,the_black_stallion,1979,23,2,3,0,1,0,7.4,13658,2700000,37799643,8.0,92.0,0.0,100.0,0.0,100.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,galaxina,1980,28,9,2,1,1,0,3.6,3298,5500000,4865000,24.0,76.0,0.0,100.0,33.0,67.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,the_four_seasons,1981,5,7,3,0,1,0,6.8,5318,0,0,58.0,42.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,the_howling,1981,31,6,5,0,1,0,6.5,38827,1000000,17985893,16.0,84.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33,creepshow,1982,25,11,3,0,1,0,6.8,51329,8000000,21028755,31.0,69.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,the_dead_zone,1983,29,9,2,1,1,0,7.2,74761,10000000,20766616,24.0,76.0,0.0,100.0,33.0,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
35,lone_wolf_mcquade,1983,28,7,3,1,1,0,6.3,13369,5000000,12232628,20.0,80.0,0.0,100.0,25.0,75.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
36,a_nightmare_on_elm_street,1984,18,11,4,1,1,0,7.4,252794,1800000,25504513,38.0,62.0,0.0,100.0,20.0,80.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,rambo:_first_blood_part_ii,1985,23,1,4,0,1,0,6.5,177881,44000000,300400432,4.0,96.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
38,young_sherlock_holmes,1985,25,4,5,1,1,0,6.8,22818,18000000,0,14.0,86.0,0.0,100.0,17.0,83.0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
39,the_wraith,1986,19,5,3,0,1,0,5.9,18355,2700000,3500000,21.0,79.0,0.0,100.0,0.0,100.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
40,predator,1987,14,1,6,1,1,0,7.8,441227,18000000,98235548,7.0,93.0,0.0,100.0,14.0,86.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
41,dangerous_liaisons,1988,10,11,2,1,1,0,7.6,73532,14000000,34670720,52.0,48.0,0.0,100.0,33.0,67.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,halloween_4:_the_return_of_michael_myers,1988,29,12,2,1,1,0,5.8,56449,5000000,17768757,29.0,71.0,0.0,100.0,33.0,67.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
43,my_stepmother_is_an_alien,1988,16,19,5,0,1,0,5.4,27272,20000000,13854000,54.0,46.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44,pet_sematary,1989,15,15,4,0,0,1,6.5,110688,11500000,57469467,50.0,50.0,100.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45,hoop_dreams,1994,13,0,3,2,0,1,8.3,27483,700000,7830611,0.0,100.0,100.0,0.0,40.0,60.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
46,the_passion_of_the_christ,2004,21,3,4,0,1,0,7.2,244238,30000000,611899420,12.0,88.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47,super_size_me,2004,8,1,3,1,1,0,7.2,111802,65000,28575078,11.0,89.0,0.0,100.0,25.0,75.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48,the_assassination_of_jesse_james_by_the_coward_robert_ford,2007,34,15,11,2,1,0,7.5,189284,30000000,14711793,31.0,69.0,0.0,100.0,15.0,85.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
49,the_trouble_with_harry,1955,11,3,2,0,1,0,7.0,40248,1200000,7000000,21.0,79.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
50,the_real_cancun,2003,5,2,9,1,1,0,2.9,3929,0,0,29.0,71.0,0.0,100.0,10.0,90.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51,doug's_1st_movie,1999,11,5,4,1,1,0,4.9,3457,0,0,31.0,69.0,0.0,100.0,20.0,80.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,the_land_before_time,1988,6,4,6,2,1,0,7.4,95442,12300000,84460846,40.0,60.0,0.0,100.0,25.0,75.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,paranormal_activity_3,2011,9,19,6,1,2,0,5.8,98218,5000000,205703818,68.0,32.0,0.0,100.0,14.0,86.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54,before_sunset,2004,6,4,1,2,1,0,8.1,279308,2700000,15992615,40.0,60.0,0.0,100.0,67.0,33.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,the_man_from_earth,2007,8,3,7,0,1,0,7.8,195045,0,0,27.0,73.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
56,riding_giants,2004,9,1,4,3,1,0,7.8,4621,2600000,3166000,10.0,90.0,0.0,100.0,43.0,57.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
57,tarnation,2003,9,2,6,2,1,0,7.1,6664,218,1162014,18.0,82.0,0.0,100.0,25.0,75.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
58,down_in_the_valley,2005,18,10,8,1,1,0,6.4,18796,8000000,852872,36.0,64.0,0.0,100.0,11.0,89.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
59,the_hole,2009,16,8,11,1,1,0,5.7,24026,0,0,33.0,67.0,0.0,100.0,8.0,92.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60,paranormal_activity,2007,4,4,5,1,1,0,6.3,250256,15000,193355800,50.0,50.0,0.0,100.0,17.0,83.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
61,two_girls_and_a_guy,1997,2,3,4,1,1,0,5.5,8648,1000000,2057193,60.0,40.0,0.0,100.0,20.0,80.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,the_cave,2005,13,2,10,0,1,0,5.1,40529,30000000,15007991,13.0,87.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
63,medicine_man,1992,8,2,3,1,1,0,6.0,24267,40000000,0,20.0,80.0,0.0,100.0,25.0,75.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,white_squall,1996,21,14,5,2,1,0,6.6,24889,38000000,10300000,40.0,60.0,0.0,100.0,29.0,71.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,battlefield_earth,2000,32,4,8,2,1,0,2.5,82134,44000000,21400000,11.0,89.0,0.0,100.0,20.0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
66,because_of_winn-dixie,2005,15,11,2,2,1,0,6.3,12337,14000000,32645546,42.0,58.0,0.0,100.0,50.0,50.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,without_a_paddle,2004,18,10,3,2,1,0,5.8,50072,19000000,69631118,36.0,64.0,0.0,100.0,40.0,60.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
68,anacondas:_the_hunt_for_the_blood_orchid,2004,13,2,1,1,1,0,4.7,33117,20000000,70992898,13.0,87.0,0.0,100.0,50.0,50.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
69,when_a_stranger_calls,2006,14,12,4,0,1,0,5.1,47615,15000000,66966987,46.0,54.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
70,space_chimps,2008,16,8,10,0,1,0,4.5,12239,37000000,63800345,33.0,67.0,0.0,100.0,0.0,100.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
71,the_good_night,2007,12,14,7,2,1,0,5.7,8676,15000000,20380,54.0,46.0,0.0,100.0,22.0,78.0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,freddy's_dead:_the_final_nightmare,1991,21,11,4,0,0,1,4.7,49331,11000000,34872033,34.0,66.0,100.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
73,house_party_2,1991,25,10,2,3,2,0,5.3,6978,0,0,29.0,71.0,0.0,100.0,60.0,40.0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,hudson_hawk,1991,30,6,4,1,1,0,5.7,58853,65000000,17218080,17.0,83.0,0.0,100.0,20.0,80.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
75,el_mariachi,1992,37,6,2,2,1,0,6.8,69952,220000,2040920,14.0,86.0,0.0,100.0,50.0,50.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
76,memoirs_of_an_invisible_man,1992,24,6,3,0,1,0,6.0,26268,40000000,14358033,20.0,80.0,0.0,100.0,0.0,100.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
77,my_cousin_vinny,1992,25,5,2,0,1,0,7.6,135477,11000000,64088552,17.0,83.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78,airborne,1993,22,9,2,0,1,0,6.2,7400,2600000,2850263,29.0,71.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
79,hocus_pocus,1993,18,16,5,1,1,0,6.9,147595,28000000,39514713,47.0,53.0,0.0,100.0,17.0,83.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80,the_remains_of_the_day,1993,32,10,5,0,1,0,7.8,80524,11500000,23237911,24.0,76.0,0.0,100.0,0.0,100.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,teenage_mutant_ninja_turtles_iii,1993,28,2,5,2,1,0,4.8,35566,21000000,42000000,7.0,93.0,0.0,100.0,29.0,71.0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
82,what's_eating_gilbert_grape,1993,25,14,5,0,1,0,7.7,247793,11000000,30000000,36.0,64.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,killing_zoe,1993,21,6,4,1,1,0,6.4,21182,1500000,418961,22.0,78.0,0.0,100.0,20.0,80.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
84,the_lion_king,1994,19,8,2,2,2,0,8.5,1105976,45000000,788241776,30.0,70.0,0.0,100.0,50.0,50.0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,ace_ventura:_when_nature_calls,1995,22,6,4,0,1,0,6.4,227904,30000000,212385533,21.0,79.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
86,the_bridges_of_madison_county,1995,20,16,3,1,1,0,7.6,86335,24000000,182016617,44.0,56.0,0.0,100.0,25.0,75.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,clueless,1995,27,14,4,1,0,1,6.9,235323,12000000,0,34.0,66.0,100.0,0.0,20.0,80.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,desperado,1995,24,6,3,1,1,0,7.1,193282,7000000,25405445,20.0,80.0,0.0,100.0,25.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
89,halloween:_the_curse_of_michael_myers,1995,16,12,3,0,1,0,4.7,40314,5000000,15116634,43.0,57.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
90,home_for_the_holidays,1995,16,15,1,2,0,1,6.5,13948,0,17519169,48.0,52.0,100.0,0.0,67.0,33.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,mortal_kombat,1995,27,5,3,2,1,0,5.8,122436,18000000,122195920,16.0,84.0,0.0,100.0,40.0,60.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
92,pocahontas,1995,14,8,2,0,2,0,6.7,197460,55000000,346079773,36.0,64.0,0.0,100.0,0.0,100.0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93,tales_from_the_hood,1995,30,7,2,1,1,0,6.5,9130,6000000,12000000,19.0,81.0,0.0,100.0,33.0,67.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
94,toy_story,1995,28,10,3,1,1,0,8.3,1037622,30000000,373554033,26.0,74.0,0.0,100.0,25.0,75.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,albino_alligator,1996,23,5,3,1,1,0,6.1,8407,6000000,0,18.0,82.0,0.0,100.0,25.0,75.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
96,the_craft,1996,16,22,1,2,1,0,6.4,102343,15000000,24769466,58.0,42.0,0.0,100.0,67.0,33.0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
97,dragonheart,1996,15,4,3,3,1,0,6.4,100373,57000000,115267375,21.0,79.0,0.0,100.0,50.0,50.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
98,executive_decision,1996,54,14,5,1,1,0,6.5,60295,55000000,121969216,21.0,79.0,0.0,100.0,17.0,83.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
99,flipper,1996,14,6,7,1,1,0,5.3,11460,25530000,20080020,30.0,70.0,0.0,100.0,12.0,88.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,get_on_the_bus,1996,22,8,4,0,1,0,6.9,5907,2400000,5731103,27.0,73.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
101,the_island_of_dr._moreau,1996,19,4,2,1,2,0,4.5,34800,40000000,49627779,17.0,83.0,0.0,100.0,33.0,67.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
102,mary_reilly,1996,13,17,2,3,1,0,5.8,15536,47000000,12379402,57.0,43.0,0.0,100.0,60.0,40.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
103,multiplicity,1996,19,11,3,2,1,0,6.1,34327,45000000,0,37.0,63.0,0.0,100.0,40.0,60.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
104,set_it_off,1996,27,13,6,1,1,0,6.9,17772,9000000,41590886,32.0,68.0,0.0,100.0,14.0,86.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
105,thinner,1996,28,11,6,0,1,0,5.8,32697,0,0,28.0,72.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
106,waiting_for_guffman,1996,22,9,0,2,1,0,7.4,30197,0,0,29.0,71.0,0.0,100.0,100.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,absolute_power,1997,16,8,3,1,1,0,6.7,58618,50000000,50068310,33.0,67.0,0.0,100.0,25.0,75.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
108,the_apostle,1997,44,29,4,0,1,0,7.2,14669,5000000,0,40.0,60.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,boogie_nights,1997,66,26,6,2,1,0,7.9,275960,15000000,43101594,28.0,72.0,0.0,100.0,25.0,75.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,breakdown,1997,14,4,5,1,1,0,7.0,59222,36000000,50159144,22.0,78.0,0.0,100.0,17.0,83.0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
111,chasing_amy,1997,25,10,4,0,1,0,7.2,141936,250000,12021272,29.0,71.0,0.0,100.0,0.0,100.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,critical_care,1997,19,11,3,0,1,0,5.9,2232,0,0,37.0,63.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,the_edge,1997,15,3,2,0,1,0,6.9,77222,0,43312294,17.0,83.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
114,event_horizon,1997,10,5,5,1,1,0,6.6,191108,60000000,26673242,33.0,67.0,0.0,100.0,17.0,83.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
115,i_know_what_you_did_last_summer,1997,14,12,3,1,1,0,5.8,154219,17000000,125586134,46.0,54.0,0.0,100.0,25.0,75.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
116,kundun,1997,35,1,2,4,1,0,7.0,29556,28000000,5684789,3.0,97.0,0.0,100.0,67.0,33.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
117,mortal_kombat:_annihilation,1997,22,7,5,3,1,0,3.6,57086,30000000,51376861,24.0,76.0,0.0,100.0,38.0,62.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
118,spawn,1997,23,7,5,1,1,0,5.2,71025,40000000,87840042,23.0,77.0,0.0,100.0,17.0,83.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
119,toy_story_2,1999,28,16,0,3,3,0,7.9,604678,90000000,497366869,36.0,64.0,0.0,100.0,100.0,0.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,ulee's_gold,1997,13,4,4,2,1,0,7.0,7445,0,0,24.0,76.0,0.0,100.0,33.0,67.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,antz,1998,14,5,3,3,2,0,6.5,161012,60000000,171757863,26.0,74.0,0.0,100.0,50.0,50.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,being_john_malkovich,1999,44,33,6,0,1,0,7.7,347212,13000000,22863596,43.0,57.0,0.0,100.0,0.0,100.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,meet_the_deedles,1998,28,9,6,0,1,0,4.0,3114,24000000,4562146,24.0,76.0,0.0,100.0,0.0,100.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,hard_rain,1998,17,3,5,1,1,0,5.9,36707,70000000,19870567,15.0,85.0,0.0,100.0,17.0,83.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
